Number of features: 10;
Size of the trainData: 45352;
Size of the testData: 19333

0,1,1,3,1,2,0,1,1,0,0,
0,0,2,1,2,0,1,0,0,0,0,
0,1,0,3,1,1,1,2,1,2,1,
1,0,1,3,2,2,0,0,4,1,0,
1,0,1,0,3,2,1,0,0,0,1,
0,1,1,0,3,0,0,1,0,0,1,
1,1,5,4,7,11,11,16,14,16,15,
0,0,1,8,4,7,10,5,7,6,9,
2,2,5,5,3,3,5,2,0,1,0,
3,2,10,13,15,14,21,17,22,15,8,
